Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
8efa8af9-d5b2-331f-926a-f5fbbb619fca,cc3f6cdc-c30e-34e6-8f7c-9130eef5cd98,Clarisa227 Heaney114,F,GENERAL PRACTICE,18300 ROSCOE BLVD,NORTHRIDGE,CA,91325,34.184617,-118.944354,301794
3fd4c0bb-d017-351b-ae25-99e30d0c053f,babb3207-4775-36a0-a73b-dd78e0067cbe,Corey514 Feeney44,M,GENERAL PRACTICE,1205 E NORTH STREET,MANTECA,CA,95336,37.795045,-121.228856,306823
55d0bc6b-187c-395e-8842-46ab55496fab,71325ad1-bb35-301e-af5e-bf6ac5e81a9e,Ena816 Littel644,F,GENERAL PRACTICE,115 MALL DRIVE,HANFORD,CA,93230,36.248545,-119.63453,632564
539cf255-13ae-378d-b2c5-ef11ea910ded,3fdc8588-23e9-3f61-af6c-18293cd6287d,Soledad678 Domínquez36,F,GENERAL PRACTICE,525 WEST ACACIA STREET,STOCKTON,CA,95203,37.976342,-121.313304,720139
eaf93437-8e68-3245-ba06-64da1c4de147,2deeb7c4-7750-3077-ad6e-5bbbb8efb261,Lisabeth458 White193,F,GENERAL PRACTICE,1812 VERDUGO BLVD,GLENDALE,CA,91209,34.181393,-118.24583,952342
eaa976bb-b7e4-3df9-9b94-c9264fc5ea7e,dedf7eda-5858-3831-9e7a-6a84727f0642,Kiersten731 Treutel973,F,GENERAL PRACTICE,225 N JACKSON AVENUE,SAN JOSE,CA,95116,37.296867,-121.819306,790972
560f6ccc-bf7b-328e-a8b8-10d31a180054,76525408-6732-3462-a9a9-90d27889f2c2,Milan77 Kerluke267,M,GENERAL PRACTICE,15107 VANOWEN ST,VAN NUYS,CA,91406,34.019394,-118.410825,72210
163234b3-103b-3149-ad9c-3c4c423f3a2d,b425dec1-1f7c-3034-b60e-1326436c493e,Kim439 Klein929,M,GENERAL PRACTICE,1325 COTTONWOOD STREET,WOODLAND,CA,95695,38.671167,-121.750033,592766
6622c8f2-658b-37a2-b6b3-461cab0ebc01,3478468a-d2e3-301f-8ce6-068044353fb0,Sharita792 Boyle917,F,GENERAL PRACTICE,4002 VISTA WAY,OCEANSIDE,CA,92056,33.164261,-117.169992,2478916
cc54e26a-89d1-3c8c-9a33-35ea9264b5f8,6ea7bc18-b0e3-3ca7-bb4c-82b4c1e00d82,Silvia880 Viera553,F,GENERAL PRACTICE,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,34.139261,-117.295317,496967
68756d93-4bd3-3a00-8e79-d0a9d68ba450,06b07e61-4288-3b20-8602-4da53797a1ee,Merlin721 Howe413,M,GENERAL PRACTICE,180 ROWLAND WAY,NOVATO,CA,94945,38.084925,-122.54873,393899
f8583e1b-d8a5-326f-b89e-0532324e7c18,6589b05c-6e7b-313f-b1a6-0dbdcd76fec2,Mirella222 Schuster709,F,GENERAL PRACTICE,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,34.058753,-118.1135,576344
d0cf33cf-d4a2-3299-8d92-eb3b421f0fea,d7496509-cbe9-3b28-8239-46ccc907f494,José Luis472 Ruiz676,M,GENERAL PRACTICE,726 4TH ST,MARYSVILLE,CA,95901,39.151535,-121.583374,163031
07da18c3-1986-3d74-a583-908a733aded4,7dbe8a71-ceef-3e3e-b99e-fc3d1b5921a1,Bibi254 Effertz744,F,GENERAL PRACTICE,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,34.088267,-118.37183,5695268
7200948d-994b-3469-a99f-def85e9f6f93,a9e5893f-5788-3d0d-8f3d-083dbac6279e,Asha251 Powlowski563,F,GENERAL PRACTICE,400 N MCDOWELL BLVD,PETALUMA,CA,94954,38.242618,-122.628434,497211
ddcefbba-7821-32e2-9a24-dbfa9ec452a7,9dfe339e-0427-34ae-91a7-2aa1acf5ede3,Darwin703 Koch169,M,GENERAL PRACTICE,13652 CANTARA ST,PANORAMA CITY,CA,91402,34.61165,-118.299774,333900
fb32323e-15bb-32ef-85bb-49b8d6cfa68d,e25343d0-d5d1-32ee-b972-c2c06894aa65,Ignacio928 Esquivel546,M,GENERAL PRACTICE,4867 SUNSET BLVD,LOS ANGELES,CA,90027,34.019394,-118.410825,77390
18d0ca53-56a7-3a7c-95c7-ff10ed832629,d4e878ec-5546-3f2d-9199-44797c794067,Sunday568 Bins636,F,GENERAL PRACTICE,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,33.938237,-118.130856,275994
540e698e-2ef2-3421-b88b-97e80c5b7e20,2486b094-3310-3bfa-98d9-0ba6437782c5,Shirlene698 Purdy2,F,GENERAL PRACTICE,9961 SIERRA AVE,FONTANA,CA,92335,34.108793,-117.462685,2427786
a84d9012-9bb6-3e57-8b92-ab84e16b97bb,15011bcf-22f7-347c-ba5e-57d4f9a0276c,Edmund685 Lebsack687,M,GENERAL PRACTICE,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,37.526814,-121.01148700000002,409007
264b74c8-d117-3493-a73c-bbfc7c02252e,6c4e5986-517b-3203-a569-68a07c82672c,Classie132 Hudson301,F,GENERAL PRACTICE,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,34.019394,-118.410825,82342
0e94cf82-bf13-36da-ac6d-c3b1312bd801,95ba274c-fdc1-3209-93ad-86634717d8a7,Philip822 Swaniawski813,M,GENERAL PRACTICE,155 GLASSON WAY,GRASS VALLEY,CA,95945,39.725244,-120.959078,18821
c85348bb-260d-3426-86c6-6d82f66fc29a,40bafb49-0fe6-3a73-9b14-0d83f5a32339,Russell422 Kunde533,M,GENERAL PRACTICE,900 HYDE ST,SAN FRANCISCO,CA,94109,37.645601,-122.411548,396346
11a54195-7ae4-3787-97bd-4beaf6da1edc,f75c18af-7cac-310e-ae7d-39df02309f63,Edward499 Stamm704,M,GENERAL PRACTICE,2105 FOREST AVENUE,SAN JOSE,CA,95128,37.296867,-121.819306,806176
8019571d-1f85-3731-a92e-cb50f32bf41c,268938ef-20ab-3a8b-8acf-69f65a9f64e0,Robin66 Bogan287,M,GENERAL PRACTICE,16237 VENTURA BLVD,ENCINO,CA,91436,34.019394,-118.410825,81099
665c3093-12ce-3882-8557-e0d04501cbca,75c775c6-19cd-3651-9715-f5571fe017b8,Cameron381 Aufderhar910,M,GENERAL PRACTICE,300 HILLMONT AVENUE,VENTURA,CA,93003,34.268127,-119.255025,219565
39f45a7c-961d-3c26-b330-4c6ca78ec0fa,475248a9-3b7c-3728-8352-eb06db121f8e,Edgar153 Schiller186,M,GENERAL PRACTICE,500 W HOSPITAL ROAD,FRENCH CAMP,CA,95231,37.868136,-121.271419,486777
03c9f66c-eb43-3917-97a4-441b532888d9,a5ed5090-7c6c-3dfa-9530-691f228050e4,Arturo47 Jiménez568,M,GENERAL PRACTICE,101 E VALENCIA MESA DRIVE,FULLERTON,CA,92835,33.885714,-117.928025,1653534
b4219822-0919-33de-a9ec-8debb89f4052,ff687386-4e82-3dad-b784-6147e8e445a4,Stormy472 Schinner682,F,GENERAL PRACTICE,12401 WASHINGTON BLVD,WHITTIER,CA,90602,33.976001000000004,-118.068925,472055
17f94d1d-a212-378d-a868-9b5bb35a345f,260acf7c-18b9-3705-99f8-40c4520e39df,Melvina326 Shields502,F,GENERAL PRACTICE,1165 MONTGOMERY DR,SANTA ROSA,CA,95405,38.446816,-122.706136,1343072
1c921acf-9063-35ea-8f2f-7870fa891a4b,fb056aa0-7cd6-3a48-9950-84b8713d6b4b,Gregorio366 Daniel959,M,GENERAL PRACTICE,825 DELBON AVE,TURLOCK,CA,95382,37.505214,-120.858764,743959
002571b6-e840-30bd-93e1-0fd4ccd4ac7e,44775a1f-e761-3ec7-aa7d-45d55684a9e5,Lupe126 Erdman779,M,GENERAL PRACTICE,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,37.902666,-122.040479,556719
1dc9b670-5f02-35a1-bb08-642ae1f2f332,259371f6-1d98-3729-8003-f6ca1c5724c5,Adela471 Mondragón635,F,GENERAL PRACTICE,300 CANAL STREET,KING CITY,CA,93930,36.208771,-121.152411,336704
0c1d7e82-f9f5-3b40-8707-09ad4c36b989,cfcb347c-b215-35cc-b9b1-02381b5c4ee4,Caridad510 Olmos892,F,GENERAL PRACTICE,1050 LINDEN AVE,LONG BEACH,CA,90813,33.809102,-118.155327,625079
d888d7fd-7e62-39ba-8bc8-0419fedf4410,584f4d64-27ac-393e-b412-3dda8cfa4e9c,Billie243 Steuber698,M,GENERAL PRACTICE,372 W CYPRESS AVE,REEDLEY,CA,93654,36.599207,-119.448035,657291
d71ac0d2-940e-3303-8706-9afe24f1760b,325699ba-9b48-3446-b8c4-a013c157cdfb,Octavio643 Uribe503,M,GENERAL PRACTICE,75 NIELSON STREET,WATSONVILLE,CA,95076,36.919608,-121.77025,397678
b4fa07d9-9d2e-3479-844f-1cfcd1986a74,345f1f18-6cc2-3929-b459-67e70f7717b3,Mohammad578 Kovacek682,M,GENERAL PRACTICE,2000 MOWRY AVE,FREMONT,CA,94538,37.494373,-121.941117,1151842
139c86b5-56af-36d3-87e0-4f1bda87c59c,9d570179-d44e-3787-b4fc-ac6107317ac2,Liz413 Barton704,F,GENERAL PRACTICE,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,37.515274,-122.213672,395104
af699793-b2e3-3186-af6d-96f98161ad85,d18f3131-8e60-3ef0-a742-e11e911eb243,Hernán834 Badillo851,M,GENERAL PRACTICE,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,34.591316,-118.109001,538237
b26efb18-801d-3766-aa7c-8a0c87702b6d,57f46fca-04bd-3d5b-88cc-338d80731cd2,Prince887 O'Kon634,M,GENERAL PRACTICE,150 WEST ROUTE 66,GLENDORA,CA,91740,34.145433000000004,-117.846961,348577
32248ab7-1610-3fc3-be00-ba7f74ea1caf,7da4a22c-1e47-3ff9-8f03-7fd6283b581a,Jesus702 Feil794,F,GENERAL PRACTICE,2070 CLINTON AVENUE,ALAMEDA,CA,94501,37.764471,-122.283273,1318307
b4f915bc-8f36-3d64-baf9-2d55048d76e1,fe96464c-8f14-3dfb-be97-1163c69cb2cb,Jacinda154 Windler79,F,GENERAL PRACTICE,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,32.62767,-117.01517,2285537
ef3e7188-1774-3f33-967b-30ca9ea8e556,b4582de1-eecc-3958-bb33-06560647cef2,Magan944 Cormier289,F,GENERAL PRACTICE,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,33.596609,-117.887793,711023
9dbee130-7e5c-31f3-8d87-57f173f360fb,302ced52-faa7-3b48-8dd9-94441981ecca,Laurel943 Kirlin939,F,GENERAL PRACTICE,5974 PENTZ ROAD,PARADISE,CA,95969,37.006286,-122.042404,374084
5ccdf301-38b1-3ffd-ae09-18bbbb92ba7c,6b4e2d68-92fd-3716-8d42-af98aa519894,Becki838 Lakin515,F,GENERAL PRACTICE,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,33.855497,-117.760071,311329
ed83de6b-3d0f-356e-8a63-8dfd8e8a9532,93ced224-dcd6-3b35-a9e7-72a13ec0cebf,Greg949 O'Kon634,M,GENERAL PRACTICE,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,37.727239,-123.032229,33530
534093a6-69ff-3db1-b2e2-82bb4de2833c,e2f3afd4-fb66-3d43-bd8d-c38b4b68b7a7,Andreas188 Kerluke267,M,GENERAL PRACTICE,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,33.778782,-117.960472,1948701
66e05617-7818-39c3-88e7-4dd94a342da4,e1f6a125-8ac7-34e6-91b0-ee1293a352d8,Gwenn701 Johnston597,F,GENERAL PRACTICE,1798 N GAREY AVE,POMONA,CA,91767,34.058595000000004,-117.761265,454245
de2a0d24-fcfe-3249-b447-295b7c5ccb50,705d051b-3359-3aa7-b00a-a476e3a5949b,Juan88 Bernhard322,M,GENERAL PRACTICE,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,35.234829,-120.679092,402960
6c03c93b-5992-30f7-b8db-ce555d8b8e66,017ea04b-09f8-3041-a750-47a3738c1575,Jimmie93 Feest103,M,GENERAL PRACTICE,250 PROSPECT PLACE,CORONADO,CA,92118,32.657202000000005,-117.15613700000002,1711855
4827ac70-1c88-3e8d-80a7-839d154c1267,d1ae4816-4832-3c80-bc2c-04b0f7e2551a,Dewitt635 Doyle959,M,GENERAL PRACTICE,501 SOUTH BUENA VISTA,BURBANK,CA,91505,34.188986,-118.324866,3949022
f3e809df-5b62-3aef-bff3-826999d8999b,dd2d6d2d-b5c1-3062-9b63-6a7e23997b35,Rocio28 Portillo767,F,GENERAL PRACTICE,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,34.266887,-118.748458,1244526
14275f40-49ce-3715-9d20-edc3cfb47650,b7166f92-0543-350f-9c0b-6c7f4c089b80,Jake169 Fahey393,M,GENERAL PRACTICE,300 W HUNTINGTON DR,ARCADIA,CA,91006,34.132689,-118.036347,1317367
