Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
a176a5f2-8ae0-459e-bb06-9ab232a3e94f,1977-02-09,,999-70-2109,S99932814,X22166102X,Mrs.,Kasey569,Bartell116,,Hackett68,M,white,nonhispanic,F,Orange  California  US,234 Pfannerstill Fort,Redding,California,Shasta County,96002,40.59627277476329,-122.33965283103824,955098.62,12136.759999999998
0edf1bfa-f7fa-4efe-abb5-41c1417bfe8c,1993-08-25,,999-26-4193,S99945091,X77965842X,Ms.,Tesha491,Wisoky380,,,,asian,nonhispanic,F,Aliso Viejo  California  US,380 Effertz Meadow Unit 86,San Francisco,California,San Francisco County,94129,37.78723022953389,-122.47067229049262,685637.8099999999,4703.25
fb75e4b7-a53b-4ede-95da-563685cdd132,1965-09-29,,999-72-8151,S99947598,X15154220X,Mr.,Arnoldo445,Schaden604,,,M,white,hispanic,M,Chico  California  US,444 Stamm Branch,San Diego,California,San Diego County,92105,33.01248628765167,-117.12151800576508,171991.38,18733.96
4a2311ce-7a7d-4043-8b8a-4545c4222d14,1950-05-15,,999-95-5898,S99962849,X75013374X,Mr.,Emmitt44,Brown30,,,M,white,hispanic,M,Santa Barbara  California  US,228 Kulas Extension Suite 4,Santa Monica,California,Los Angeles County,90403,33.98405434672904,-118.47831881017783,1433386.43,22942.399999999998
662fcf35-0742-456e-8cf7-6bea68f0763a,1962-01-18,,999-20-8895,S99928924,X79713631X,Ms.,Magdalen131,Upton904,,,S,white,nonhispanic,F,Glendale  California  US,767 Dare Center Apt 30,Benicia,California,Solano County,94510,38.165192432041955,-122.19724662027967,1397003.72,8762.45
688ddc20-5c43-4cae-82f3-499b70f0f8e8,1995-03-22,,999-78-7124,S99965176,X89872700X,Mr.,Glen190,Volkman526,,,,white,nonhispanic,M,Los Angeles  California  US,1077 Flatley Club Suite 72,Sacramento,California,Sacramento County,95821,38.56702323931516,-121.3694769592363,682589.12,3330.5
3632c71c-d551-44bd-b972-19103003c0e0,1960-06-04,,999-86-5804,S99931102,X22919272X,Mrs.,Donetta1,Carter549,,Murphy561,M,white,nonhispanic,F,Garden Grove  California  US,1083 Johns Extension,Oakland,California,Alameda County,94602,37.804206734624245,-122.24020070562895,1185676.69,17028.42
05224392-9285-41a0-b77c-a9b3648595ba,1993-03-17,,999-43-3718,S99928372,X18480142X,Mrs.,Katharina121,Pacocha935,,Zieme486,M,white,nonhispanic,F,San Diego  California  US,135 Hessel Heights Unit 72,Chula Vista,California,San Diego County,91914,32.61001646944485,-116.96440128408703,572939.99,9778.8
a4fe4b96-de85-40a9-94af-c9410400e27b,1960-10-21,,999-38-3010,S99994666,X28453119X,Mr.,Teodoro374,Cornejo190,,,M,asian,hispanic,M,Juarez  Chihuahua  MX,509 Daugherty Rest Unit 76,Stockton,California,San Joaquin County,95209,37.90582090784572,-121.29271791552704,1369154.17,6301.2
c47a6292-eaaa-4716-a12a-1be49a6ffad2,1950-11-30,,999-72-8675,S99960266,X8847204X,Mr.,Ignacio928,Irizarry542,,,M,white,hispanic,M,Santiago  Santiago Province  CL,782 Mohr Station,Guadalupe,California,Santa Barbara County,93455,34.797196652567244,-120.47595984116109,1590797.03,16644.26
582e8ecf-cddc-4434-b168-847637e29edb,1950-08-18,,999-27-6735,S99914488,X47581600X,Ms.,Erminia669,Wiegand701,,,S,white,nonhispanic,F,Merced  California  US,422 Cole Viaduct Unit 61,Santa Clarita,California,Los Angeles County,91350,34.43571948353072,-118.5439296148721,1542844.48,21830.91
abb72b06-48d1-4818-80ed-e451784800c2,1967-12-30,,999-19-6386,S99915488,X37600889X,Mr.,Tuan998,Kerluke267,,,M,white,nonhispanic,M,Hayward  California  US,420 Effertz Track,Santa Fe Springs,California,Los Angeles County,90670,33.81964451317449,-118.1126947764284,1201472.74,5262.7
bd9f99eb-44c6-4556-b79a-145aeb7fa1d6,1990-03-03,,999-39-4194,S99951350,X85621393X,Mrs.,Barbara209,Almanza534,,Delgado712,M,asian,hispanic,F,Bayamon  Puerto Rico  PR,294 Hoeger Lodge,Oakland,California,Alameda County,94619,37.82263294229271,-122.26973229191586,97328.7,9359.08
30b12c08-a1c4-47cd-bc02-943985ee917e,1984-09-10,,999-40-6780,S99935378,X77658016X,Mrs.,María Eugenia578,Rivera179,,Torres807,M,white,hispanic,F,Panama City  Panama  PA,1037 Huels Vista,Chico,California,Butte County,95973,39.793473170517174,-121.8549181004756,709833.87,7647.46
3adbbb93-d3ba-4686-9043-a2a64061b284,2000-06-01,,999-20-6482,S99918493,,Ms.,Ileen763,Terry864,,,,white,nonhispanic,F,Modesto  California  US,425 Bergnaum Lane,Folsom,California,Sacramento County,95670,38.70830148807539,-121.13178254328129,486183.76,4102.3
64e97f92-adab-41af-9ab3-1e6cf0337d85,2001-05-14,,999-45-7928,S99941105,,Ms.,Annetta101,Bode78,,,,white,nonhispanic,F,San Luis Obispo  California  US,407 Toy Club Suite 42,Los Angeles,California,Los Angeles County,91316,34.256328415852515,-118.32388339578,508404.79,3222.95
e273cca7-6b9c-4b1e-a9a3-b9d8cd75e11b,1979-10-31,,999-27-9165,S99969085,X25312524X,Mr.,Wyatt967,Jerde200,,,S,asian,nonhispanic,M,West Covina  California  US,1067 Heller Route Unit 56,San Diego,California,San Diego County,92075,32.78545086924552,-117.04020879507726,1087781.88,5276.65
8d2b2611-c13c-4c7f-99b6-ecb6b605c7b9,1990-12-14,,999-18-8882,S99931897,X69827255X,Ms.,Vinnie529,Marquardt819,,,S,white,nonhispanic,F,Montebello  California  US,983 Prosacco Crossing,Mountain View,California,Santa Clara County,94553,37.36643434670373,-122.0923792637318,169898.98,5978.030000000001
44a1fe98-e2cd-418b-98d5-7b2469028e60,1943-01-23,2010-02-02,999-27-4211,S99988541,X76225473X,Mrs.,Azzie965,Hegmann834,,Emard19,M,white,hispanic,F,Bakersfield  California  US,589 Rohan Vale Apt 72,West Covina,California,Los Angeles County,91746,34.11375062826515,-118.01498543628531,1439091.17,10698.05
a6c8d658-0142-4651-a23e-1f609a1b1342,1977-03-02,,999-33-1332,S99991086,X89071603X,Mr.,Brendon298,Cormier289,,,M,asian,nonhispanic,M,Ho Chi Minh City  Gia Định  VN,1057 Connelly Branch Suite 48,Danville,California,Contra Costa County,94528,37.84117423374975,-121.9710595273446,1043951.61,4286.65
cc3415b1-5a68-4d55-9852-be33ff469592,1995-04-21,,999-23-4669,S99992775,X53650366X,Mr.,Stephen891,Hermann103,,,,white,nonhispanic,M,Los Angeles  California  US,1057 Mayert Green,Los Angeles,California,Los Angeles County,90744,34.19853995500251,-118.36055516852963,628609.67,4673.650000000001
8a3b7bc4-2a1f-4690-8990-cd1f4bab8839,1948-08-21,,999-27-6838,S99994284,X29639686X,Mrs.,Claire652,Beahan375,,Lesch175,M,black,nonhispanic,F,Oakland  California  US,706 Mante Landing,Moreno Valley,California,Riverside County,92507,33.8884529007531,-117.1422306237947,1514387.8299999998,12725.779999999999
0b726111-55a5-4900-b412-e8ed089b9e41,1994-06-06,,999-38-3886,S99991992,X61443912X,Ms.,Graciela518,Ibarra303,,,,asian,hispanic,F,Portsmouth  Saint John Parish  DM,775 Doyle Meadow Apt 87,San Francisco,California,San Francisco County,94109,37.72699610743279,-122.36947784383352,664211.9,5235.9
e88edf63-f8ef-43e9-8cb1-7c0afe03f9da,1965-10-01,,999-92-9249,S99958081,X41372696X,Mr.,Randell912,Kuhlman484,,,M,white,nonhispanic,M,Menifee  California  US,354 Schulist Walk Unit 41,Long Beach,California,Los Angeles County,90802,33.73827483363695,-118.22757221239367,178177.42,35926.840000000004
2a63f231-94e6-4459-b158-748b66512881,1958-09-01,,999-49-1654,S99925497,X5920535X,Mr.,Coy949,O'Reilly797,,,M,white,nonhispanic,M,Simi Valley  California  US,931 Adams Mews Apt 86,Santa Rosa,California,Sonoma County,95404,38.49084121890169,-122.82820300402574,1489160.06,7474.7
d81538a6-1086-4d59-8516-c78640472ba0,2016-07-30,,999-99-1488,,,,Luisa710,Angulo494,,,,white,hispanic,F,Buenos Aires  Ciudad de Buenos Aires  AR,431 Thiel Arcade,Los Angeles,California,Los Angeles County,90027,34.3236272220591,-118.60273139206846,104351.34,1750.2
c17828b4-d2c0-450c-a150-4734fa78d78d,2006-11-24,,999-99-4527,,,,Dorene845,Kerluke267,,,,white,nonhispanic,F,Hemet  California  US,216 Corwin Meadow,Bakersfield,California,Kern County,93203,35.15270833425253,-119.08228733398578,41437.34,4067.2
dddd8b9f-b51f-42a2-a9e4-5f7c4efc5fbc,2014-01-25,,999-20-3212,,,,Teena223,Wilkinson796,,,,white,nonhispanic,F,Los Angeles  California  US,921 Schuster Throughway,San Bernardino,California,San Bernardino County,,34.06437713273788,-117.30765956192315,138683.22,2258.6
f130171c-265e-4b52-b9b9-6d1095671341,1958-10-10,,999-26-5270,S99944150,X21030154X,Mr.,Dong972,Schinner682,,,M,white,nonhispanic,M,San Mateo  California  US,120 Jacobi Track,Los Angeles,California,Los Angeles County,90029,34.05108519097212,-118.49764411154469,1342342.57,9598.449999999999
69a3264a-182f-4201-9138-d0c6a22f2aec,2010-08-24,,999-68-6401,,,,Raquel318,Maya972,,,,white,hispanic,F,Caracas  Capital District  VE,908 Schaefer Forge,Greenfield,California,Monterey County,,36.30342312620592,-121.24390193453074,238365.58000000002,3029.5499999999997
ea4256e0-e2f6-4d18-a868-7e3bef702127,1991-07-28,,999-94-4911,S99988188,X76496670X,Mr.,Jorge Luis88,Ulibarri312,,,M,white,hispanic,M,Carolina  Puerto Rico  PR,717 Prosacco Station,San Diego,California,San Diego County,92118,32.71017191666588,-117.14566113329901,735185.08,9665.949999999999
7375acb7-344e-4199-a739-9dbd2344534f,2017-06-06,,999-79-4648,,,,Jeremiah751,Romaguera67,,,,white,hispanic,M,El Paso de Robles (Paso Robles)  California  US,357 Quitzon Walk Apt 82,Sacramento,California,Sacramento County,95820,38.5933295123323,-121.41466067632591,74313.76999999999,1766.05
045aa73e-85cf-4bdb-b4d8-ac166a858f2c,2013-06-04,,999-82-8300,,,,Conchita9,Montaño969,,,,black,hispanic,F,Buenos Aires  Ciudad de Buenos Aires  AR,369 Deckow Divide Unit 35,Atwater,California,Merced County,95301,37.36065662799784,-120.61553696797046,18378.739999999998,654.25
9a35804f-ab16-472d-8143-5f39cf255a92,2008-01-23,,999-85-9786,,,,Abram53,Bauch723,,,,white,hispanic,M,Eastvale  California  US,1053 Tremblay Route,Cupertino,California,Santa Clara County,95070,37.29085823515319,-122.03160086996441,270621.46,3629.65
f9b5f7fc-4ddb-49ad-ae5d-41b7bbf0765d,1943-01-23,2003-08-09,999-63-9114,S99925241,X71856257X,Mrs.,Tatum703,Beahan375,,Raynor401,M,white,hispanic,F,Yuba City  California  US,866 Heaney Orchard,West Covina,California,Los Angeles County,91746,33.98879377795531,-117.84594491831074,1458874.0699999998,12120.599999999999
15a4ed2d-c7aa-42b3-9c4f-e61dc266f260,1973-04-17,,999-74-1294,S99981976,X29707462X,Mrs.,Gisela897,Kuvalis369,,Kovacek682,M,white,hispanic,F,Goleta  California  US,753 Huel Manor,Galt,California,Sacramento County,95632,38.2533446786038,-121.30786328899062,1192271.0799999998,20064.36
b7c78e86-fd8b-4c82-af30-a1f3945d3ee1,1966-06-03,,999-16-5585,S99988211,X47219662X,Mrs.,Nena266,Terry864,,Greenholt190,M,white,nonhispanic,F,Roseville  California  US,655 Goyette Underpass Unit 1,Calistoga,California,Napa County,94515,38.67481041990144,-122.58720407619985,1111445.47,5666.26
0a8a2e94-0625-4aa6-8604-4422113baf2a,1965-10-11,2011-01-24,999-54-7621,S99977961,X46817185X,Mr.,Rolando809,Berge125,,,S,white,nonhispanic,M,Los Angeles  California  US,477 Grant Heights Unit 22,Hercules,California,Contra Costa County,94547,37.960965116001475,-122.28931499709734,1098746.63,4172.5
6e3106b7-6a46-4499-a989-e2f2a14c49d9,1998-01-06,,999-91-5397,S99995193,X32821482X,Mr.,Kip442,Hoeger474,,,,white,hispanic,M,Oxnard  California  US,465 Goyette Lane,Ontario,California,San Bernardino County,91710,34.04483186434042,-117.61107353045294,546481.67,9253.399999999998
f68beb0b-577a-41d7-a2c3-c33b92315d67,1987-02-10,,999-54-6443,S99950985,X74372587X,Mr.,Adán600,Archuleta517,,,M,native,hispanic,M,Santo Domingo  National District  DO,711 Jaskolski Run Suite 7,Temecula,California,Riverside County,92591,33.51868005368702,-117.35230408313242,692538.54,7841.050000000001
2ac5215a-e57d-4629-b6c2-fba09c25b847,1954-06-10,,999-94-6163,S99972806,X9609444X,Mrs.,Rochel591,Kunde533,,Terry864,M,black,nonhispanic,F,Elk Grove  California  US,133 Larson Mill,Placentia,California,Orange County,92886,33.83809747077192,-117.80790489111678,1400495.53,10152.1
0ec43e1d-7608-499d-a1a5-be7647799f79,2005-10-05,,999-89-9772,,,,Omar359,Hintz995,,,,white,nonhispanic,M,Compton  California  US,838 Fay Overpass,Irvine,California,Orange County,92782,33.731471208144576,-117.60817460267707,308964.85,4774.95
51393618-1105-42f2-85ef-7bccfb2abf97,2015-12-18,,999-89-5604,,,,Angelique249,Botsford977,,,,white,nonhispanic,F,Oceanside  California  US,1082 Macejkovic Loaf,Sacramento,California,Sacramento County,95817,38.623383355458714,-121.56121778088483,121151.12,1896.05
4e7de88b-28c5-4652-96f8-55e66f2dc6a9,1990-09-12,,999-86-4075,S99990344,X24422190X,Mr.,Dick869,Russel238,,,M,white,hispanic,M,Los Angeles  California  US,509 Block Brook,Santa Ana,California,Orange County,92780,33.7958294921751,-117.8431585458896,691030.52,5379.3
d03142d9-6943-4454-b53a-ae72f869cbff,2006-01-29,,999-59-4516,,,,Collin529,Dietrich576,,,,asian,nonhispanic,M,Rancho Cucamonga  California  US,830 Conroy Rapid,Westminster,California,Orange County,92683,33.66665580688898,-117.98481245691931,346738.14,4001.35
46c36da5-30f4-4c83-bbfe-b48ff4a2c5ad,1988-04-29,,999-99-7213,S99939026,X29673307X,Mr.,Lawrence741,Lakin515,,,M,white,nonhispanic,M,Elk Grove  California  US,993 Collins Common,Los Angeles,California,Los Angeles County,91304,34.05919432143282,-118.38625630420844,98767.87,3965.7
fb894478-2248-48f9-9008-e49f2c250ab5,1994-05-28,,999-51-6406,S99956403,X55330800X,Mr.,Adán600,Laboy63,,,,asian,hispanic,M,San Salvador  El Salvador  SV,847 Lehner Club Apt 93,Pasadena,California,Los Angeles County,91101,34.14858625154892,-118.14478389970611,691975.22,3275.5
926b5ff5-d654-42ae-83a2-aa30c7a750c6,1994-07-06,,999-37-6582,S99978509,X1070621X,Ms.,Darnell564,Moore224,,,,white,nonhispanic,F,Sacramento  California  US,597 Gleichner Club,La Mirada,California,Los Angeles County,90638,33.927039983597005,-117.97753140312062,565534.69,4788.45
1efc216f-528c-4673-b5f6-9a548947cb80,2011-11-07,,999-61-6917,,,,Roy364,Ullrich385,,,,white,nonhispanic,M,Trinity County  California  US,954 Gibson Boulevard Apt 4,San Diego,California,San Diego County,92117,32.63907361324499,-117.10277478347444,208358.2,2722.0
93d547c9-89a7-4d6c-815d-b4a4962b67fb,2010-01-22,,999-34-9530,,,,Marcos263,Aguilera202,,,,white,hispanic,M,Juarez  Chihuahua  MX,851 Mraz Park Apt 42,Yuba City,California,Sutter County,95991,38.988091385072984,-121.63287397797107,227414.77,3337.95
0602da49-0597-4e32-8679-bddbf4ca325a,1965-10-11,,999-30-5698,S99923973,X35582341X,Mr.,Antone63,Reichert620,,,S,white,nonhispanic,M,Los Angeles  California  US,608 Barton Path,Hercules,California,Contra Costa County,94553,37.982107685453535,-122.13639605275831,1265447.41,8127.41
98570065-7b88-41bc-9f2f-d3029f25f7ad,1986-01-18,,999-17-2669,S99976145,X69261754X,Mr.,Fernando603,Kohler843,,,M,white,hispanic,M,Mountain View  California  US,321 Heaney Harbor Unit 37,Thousand Oaks,California,Ventura County,91362,34.22553369702709,-118.79887103324269,707590.58,3692.5
b152336c-2bca-49ed-9a46-47def421287b,1965-08-02,,999-15-5352,S99950820,X85409685X,Mrs.,Dolores502,Berríos934,,Casillas702,M,white,hispanic,F,Havana  Havana  CU,181 Dickens Way,Lakewood,California,Los Angeles County,90805,33.822069271994046,-118.19163230542067,1099132.82,12377.5
9aa3125c-5c8a-4eb2-929c-eb41efd49b87,1983-02-26,,999-67-4285,S99963197,X62827148X,Mr.,Wilber603,Thiel172,,,S,asian,nonhispanic,M,Hong Kong  Hong Kong Special Administrative Region  CN,840 Kub Brook,Los Angeles,California,Los Angeles County,90230,34.22507693894296,-118.28217809486577,951903.34,6420.25
a41099b4-5d94-4818-9b1e-f0a7b9135e79,2000-07-11,,999-66-9081,S99931732,,Mr.,Jae222,Lueilwitz711,,,,white,nonhispanic,M,Tulare  California  US,1069 Bruen Rue Apt 61,Azusa,California,Los Angeles County,91702,34.233665661096694,-117.8239239665263,434088.17,3883.9999999999995
6c0bc0b2-9d12-4de9-8b29-ed3f93698ea8,1943-01-23,,999-73-6641,S99919118,X1446061X,Mrs.,Emelina469,Wiegand701,,Dibbert990,M,white,hispanic,F,Long Beach  California  US,588 Gusikowski Park,West Covina,California,Los Angeles County,91746,34.07728709622201,-117.90961375589895,1567995.44,14568.47
4ec7de0f-e89e-40e9-92be-f67188578799,1986-05-30,,999-39-2333,S99961385,X52071735X,Mrs.,Virginia437,Morar593,,Shields502,M,white,nonhispanic,F,Los Angeles  California  US,613 Lockman Park Suite 27,Livermore,California,Alameda County,94588,37.48490508758686,-121.61314483206517,915942.32,3127.2
d3175597-ebab-4d36-b0ac-259a952ccc2c,1966-10-16,,999-16-4407,S99983442,X43751072X,Mr.,Owen89,Schmitt836,,,S,asian,nonhispanic,M,Laguna Niguel  California  US,843 Vandervort Arcade Unit 32,Mountain View,California,Santa Clara County,94553,37.41438155533035,-122.12500494995165,1371456.94,8394.8
6ec07674-76be-4267-a38e-0d1776d846a1,1990-11-18,,999-91-1876,S99990461,X84330029X,Mrs.,Aura483,Schroeder447,,Heller342,M,asian,nonhispanic,F,Oceanside  California  US,115 Windler Byway Suite 31,San Francisco,California,San Francisco County,94107,37.76205226672914,-122.46935928454016,646665.67,7170.25
a4b95dce-6210-444e-8282-2203764b3a63,1968-10-12,,999-71-2604,S99917244,X86822825X,Mr.,Angelo118,Braun514,,,M,white,nonhispanic,M,Avenal  California  US,366 Gusikowski Park,Oakland,California,Alameda County,94603,37.78831818501715,-122.23520964824964,1061479.06,4854.4
b9c0d273-d353-49c4-a488-319c9cc038f9,1960-07-20,,999-35-9342,S99949927,X1669417X,Mr.,Eddie505,Wisoky380,,,S,asian,hispanic,M,Oceanside  California  US,194 Kirlin Hollow,San Gabriel,California,Los Angeles County,91776,34.076273096754164,-118.17057218901257,1517749.27,8017.249999999999
4cb2bc03-5baf-42b5-8d2b-2cb9eb770edb,1957-05-07,,999-84-2673,S99996763,X26129331X,Mr.,Alfredo17,Zayas20,,,S,white,hispanic,M,Santo Domingo  National District  DO,681 Stiedemann Gardens,Santa Clara,California,Santa Clara County,95117,37.31548341810197,-122.01383694699184,1294618.12,5927.92
3452fbfa-32d0-4eed-923d-c255980b6f09,1982-07-19,,999-87-5404,S99936058,X74392250X,Mrs.,Toni630,Paucek755,,Swaniawski813,M,white,hispanic,F,Fresno  California  US,236 Senger Port Suite 40,Walnut,California,Los Angeles County,91789,34.02174738186723,-117.8068069967995,729173.66,9747.85
57434398-25e8-4a9b-8ba7-b05f7cd56107,1988-06-07,,999-95-9817,S99987364,X74098119X,Ms.,Mandie666,Smith67,,,S,white,nonhispanic,F,Sunnyvale  California  US,268 Bednar Track,Huntington Beach,California,Orange County,92647,33.64215802742034,-117.99352954075428,761952.95,6233.65
3360c748-cf80-415f-b29b-7b7c3db7c23c,1970-08-25,,999-83-6870,S99975697,X66402992X,Mr.,Lyndon118,Hoeger474,,,S,white,nonhispanic,M,Bakersfield  California  US,449 Dickens Green Unit 89,Fresno,California,Fresno County,93703,36.76676115866682,-119.78455686607778,1024611.08,5263.65
cab51851-d229-42ba-bffb-13be0a92a756,1984-04-09,,999-37-2663,S99954843,X54884780X,Mrs.,Micheline936,Lynch190,,Abshire638,M,white,hispanic,F,Stockton  California  US,982 Bailey Row,Barstow,California,San Bernardino County,,34.90350298134083,-117.0282528681462,300315.44,7165.0
bed9fc5f-3ce1-4234-b6c2-ca355a2aedf4,1993-12-23,2013-03-22,999-67-3531,S99979105,,Ms.,Shoshana283,O'Keefe54,,,,white,nonhispanic,F,San Francisco  California  US,346 Hegmann Neck Unit 44,Santa Ana,California,Orange County,92706,33.6698486809295,-117.82547532825325,417636.63,2991.5499999999997
537134e8-a196-46a8-adaf-e9bdb8c68286,1959-02-07,,999-45-3925,S99927458,X37637697X,Mrs.,Brigida296,Terry864,,Schowalter414,M,white,nonhispanic,F,San Diego  California  US,293 Leffler Corner,Chino,California,San Bernardino County,92880,33.93401540556275,-117.72894620975902,1378492.3599999999,17321.76
f80d0f84-d582-47b0-8630-599467b34198,1972-01-18,,999-48-1768,S99994171,X31788227X,Mr.,Leonel449,Lowe577,,,M,asian,nonhispanic,M,Ridgecrest  California  US,779 Homenick Mews,Commerce,California,Los Angeles County,90040,33.961386265074644,-118.18098577293284,1052465.13,5906.5599999999995
25802434-27a2-438d-8c5a-c1ce637e8fd5,2009-03-18,,999-41-1447,,,,Taylor21,Osinski784,,,,asian,nonhispanic,M,Brea  California  US,291 West Well,Palo Alto,California,Santa Clara County,95014,37.341877409134675,-122.13501618432653,258923.24,3220.4
a8eef84b-125d-4f10-8afb-e949948b768b,1951-03-20,,999-96-2526,S99970105,X54356884X,Mr.,Rigoberto443,Schimmel440,PhD,,M,white,nonhispanic,M,Antioch  California  US,1047 Hills Dam,San Diego,California,San Diego County,92123,32.69032901263863,-117.06728188932182,1754522.65,10535.21
85ec9b84-7799-4bd9-b818-623b7d709641,1993-12-23,,999-52-7622,S99937632,X48936918X,Ms.,Dayna943,Mraz590,,,,white,nonhispanic,F,Hercules  California  US,268 Pouros Union Suite 65,Santa Ana,California,Orange County,92614,33.75107191317055,-117.85194325955925,647687.91,6867.009999999999
3649ca18-e2e6-4e03-b554-57df234d0877,1996-06-07,,999-88-2008,S99927970,X81430783X,Ms.,María del Carmen27,Arriaga291,,,,white,hispanic,F,La Paz  Baja California  MX,323 Mitchell Crossing Apt 66,Jurupa Valley,California,Riverside County,92509,33.95514335470747,-117.46367932233454,586011.47,5038.35
0b5c8adf-5469-48d8-b200-74a186a5b3c0,1956-03-13,,999-40-8850,S99924956,X1064387X,Mr.,Alejandro916,Razo972,,,M,white,hispanic,M,Kingston  Kingston  JM,275 Hayes Highlands Apt 6,Rancho Palos Verdes,California,Los Angeles County,90274,33.75638371392791,-118.37453886372978,1565348.26,8590.75
d934b691-15cb-48ac-a501-3b3ab66782ac,1969-05-06,,999-40-3868,S99917827,X55431396X,Ms.,Leona665,Kub800,,,S,asian,nonhispanic,F,Santa Barbara  California  US,230 Ledner Lock,Carlsbad,California,San Diego County,92009,33.12716870618657,-117.1763322456296,1299216.8099999998,9808.32
57e04b3b-068b-4594-a7c0-9cec08234f2d,1971-01-14,,999-76-2679,S99954233,X26812902X,Mr.,Winfred745,Hills818,,,M,asian,hispanic,M,Mountain View  California  US,795 Borer Throughway Unit 42,Oakland,California,Alameda County,94612,37.76249871225064,-122.30677143773512,1073827.88,8196.09
58680c00-1009-4c51-90e4-618f9687cdf2,2012-07-31,,999-62-9048,,,,Israel728,Kshlerin58,,,,white,hispanic,M,Los Angeles  California  US,375 Kshlerin Rest Apt 67,Moreno Valley,California,Riverside County,92551,33.952733372359575,-117.30498292658055,200491.88,3277.95
